timeframe,sl,tp,grid_step,multiplier,max_legs,target_profit,rsi_buy,rsi_sell,use_candlestick,win_rate,num_baskets,final_balance,net_roi,max_drawdown
H1,20.0,15.0,20.0,2.0,4,2.0,45-60,40-55,True,61.904761904761905,42,506.924962427636,1.384992485527198,1.6941477757787335
H1,20.0,15.0,20.0,1.5,4,2.0,45-60,40-55,True,61.904761904761905,42,506.924962427636,1.384992485527198,1.6941477757787335
H1,15.0,20.0,10.0,1.5,4,2.0,30-70,30-70,False,51.87165775401069,187,506.8049133978903,1.3609826795780577,4.305853282580913
H1,15.0,20.0,10.0,1.5,3,2.0,30-70,30-70,False,51.87165775401069,187,506.8049133978903,1.3609826795780577,4.305853282580913
H1,15.0,15.0,10.0,2.0,3,2.0,45-60,40-55,True,59.09090909090909,44,506.55494577875845,1.3109891557516902,1.4919135402817265
H1,15.0,15.0,10.0,2.0,4,2.0,45-60,40-55,True,59.09090909090909,44,506.55494577875845,1.3109891557516902,1.4919135402817265
M15,20.0,15.0,10.0,1.5,3,2.0,45-60,40-55,True,85.71428571428571,168,506.53931088849436,1.3078621776988713,7.201961355515356
H1,30.0,15.0,15.0,2.0,3,4.0,45-60,40-55,True,87.8048780487805,41,506.3588362321069,1.271767246421382,5.559999999999614
H1,30.0,15.0,15.0,1.5,4,2.0,45-60,40-55,True,87.8048780487805,41,506.06653942539566,1.2133078850791321,4.045999999999869
M30,20.0,15.0,20.0,2.0,4,4.0,45-60,40-55,True,58.46153846153847,130,505.6443848241371,1.1288769648274184,2.6885745516098942
M30,20.0,15.0,20.0,2.0,3,4.0,45-60,40-55,True,58.46153846153847,130,505.6443848241371,1.1288769648274184,2.6885745516098942
M30,20.0,15.0,20.0,1.5,4,2.0,45-60,40-55,True,58.46153846153847,130,505.6443848241371,1.1288769648274184,2.6885745516098942
